product_id,product_name,category,brand,list_price,unit_cost,launch_month,lifecycle_stage,supplier_id
P00330,厨房电器-330,厨房电器,品牌11,726.4,403.87,2026-03,成长,S016
P00331,生活电器-331,生活电器,品牌18,984.15,528.21,2025-09,新品,S017
P00332,个护健康-332,个护健康,品牌05,367.89,241.06,2026-03,新品,S018
P00333,影音娱乐-333,影音娱乐,品牌12,1494.81,849.42,2026-01,成长,S019
P00334,智能家居-334,智能家居,品牌19,990.99,691.63,2025-08,新品,S020
P00335,数码配件-335,数码配件,品牌06,153.77,80.42,2025-08,新品,S021
P00336,办公设备-336,办公设备,品牌13,1867.11,1132.9,2026-02,成长,S022
P00337,智能小家电-337,智能小家电,品牌20,1269.31,711.49,2025-11,新品,S023
P00338,厨房电器-338,厨房电器,品牌07,1062.3,720.55,2025-10,成长,S024
P00339,生活电器-339,生活电器,品牌14,1097.45,769.95,2026-01,尾货,S025
P00340,个护健康-340,个护健康,品牌01,651.64,400.41,2025-08,成长,S026
P00341,影音娱乐-341,影音娱乐,品牌08,1816.84,1276.92,2025-09,成熟,S027
P00342,智能家居-342,智能家居,品牌15,655.13,449.83,2025-08,新品,S028
P00343,数码配件-343,数码配件,品牌02,310.21,215.26,2026-02,成熟,S029
P00344,办公设备-344,办公设备,品牌09,1421.38,793.37,2025-09,成熟,S030
P00345,智能小家电-345,智能小家电,品牌16,1384.25,853.46,2025-08,成熟,S031
P00346,厨房电器-346,厨房电器,品牌03,1932.27,1200.44,2026-03,成长,S032
P00347,生活电器-347,生活电器,品牌10,469.19,229.14,2026-01,成长,S033
P00348,个护健康-348,个护健康,品牌17,798.5,454.82,2025-12,成熟,S034
P00349,影音娱乐-349,影音娱乐,品牌04,2788.93,1431.61,2026-03,尾货,S035
P00350,智能家居-350,智能家居,品牌11,1049.63,635.49,2025-09,新品,S036
P00351,数码配件-351,数码配件,品牌18,125.69,81.33,2025-11,成长,S037
P00352,办公设备-352,办公设备,品牌05,2184.39,1125.37,2026-03,成熟,S038
P00353,智能小家电-353,智能小家电,品牌12,805.28,469.34,2025-09,成长,S039
P00354,厨房电器-354,厨房电器,品牌19,1738.17,1061.36,2026-01,成熟,S040
P00355,生活电器-355,生活电器,品牌06,868.59,581.17,2025-11,成熟,S041
P00356,个护健康-356,个护健康,品牌13,466.05,274.76,2025-08,成熟,S042
P00357,影音娱乐-357,影音娱乐,品牌20,1281.52,655.4,2026-02,成长,S043
P00358,智能家居-358,智能家居,品牌07,925.72,612.31,2025-12,成长,S044
P00359,数码配件-359,数码配件,品牌14,237.66,167.39,2026-01,成长,S045
P00360,办公设备-360,办公设备,品牌01,2262.79,1554.55,2025-08,成熟,S001
P00361,智能小家电-361,智能小家电,品牌08,1065.9,535.95,2025-10,成熟,S002
P00362,厨房电器-362,厨房电器,品牌15,1979.45,1118.44,2025-12,成熟,S003
P00363,生活电器-363,生活电器,品牌02,557.31,281.29,2025-12,成长,S004
P00364,个护健康-364,个护健康,品牌09,597.25,327.05,2025-10,新品,S005
P00365,影音娱乐-365,影音娱乐,品牌16,2135.48,1436.6,2025-12,成熟,S006
P00366,智能家居-366,智能家居,品牌03,751.76,449.63,2026-03,成熟,S007
P00367,数码配件-367,数码配件,品牌10,209.21,101.69,2025-09,成熟,S008
P00368,办公设备-368,办公设备,品牌17,1979.68,1211.95,2025-11,成熟,S009
P00369,智能小家电-369,智能小家电,品牌04,733.53,422.0,2026-03,新品,S010
P00370,厨房电器-370,厨房电器,品牌11,1293.97,888.32,2025-11,成长,S011
P00371,生活电器-371,生活电器,品牌18,434.73,303.98,2025-09,成长,S012
P00372,个护健康-372,个护健康,品牌05,792.0,429.41,2026-02,成熟,S013
P00373,影音娱乐-373,影音娱乐,品牌12,2834.18,1789.83,2025-12,成熟,S014
P00374,智能家居-374,智能家居,品牌19,1271.02,796.75,2026-01,成长,S015
P00375,数码配件-375,数码配件,品牌06,323.93,210.31,2026-03,成熟,S016
P00376,办公设备-376,办公设备,品牌13,2327.43,1485.86,2025-11,成熟,S017
P00377,智能小家电-377,智能小家电,品牌20,1268.99,797.55,2026-03,成熟,S018
P00378,厨房电器-378,厨房电器,品牌07,1324.86,859.63,2025-09,成熟,S019
P00379,生活电器-379,生活电器,品牌14,1013.16,643.63,2026-03,成熟,S020
P00380,个护健康-380,个护健康,品牌01,526.55,300.53,2025-11,成熟,S021
P00381,影音娱乐-381,影音娱乐,品牌08,1600.12,1063.07,2026-01,成长,S022
P00382,智能家居-382,智能家居,品牌15,1215.28,706.89,2025-08,成长,S023
P00383,数码配件-383,数码配件,品牌02,168.18,97.33,2025-09,成熟,S024
P00384,办公设备-384,办公设备,品牌09,2147.03,1160.39,2026-02,尾货,S025
P00385,智能小家电-385,智能小家电,品牌16,1013.43,589.94,2025-12,成熟,S026
P00386,厨房电器-386,厨房电器,品牌03,1850.71,911.96,2025-11,成熟,S027
P00387,生活电器-387,生活电器,品牌10,733.88,374.56,2025-10,成熟,S028
P00388,个护健康-388,个护健康,品牌17,485.78,276.9,2025-11,成熟,S029
P00389,影音娱乐-389,影音娱乐,品牌04,2575.77,1771.28,2026-02,成熟,S030
P00390,智能家居-390,智能家居,品牌11,1775.24,957.05,2026-03,成熟,S031
P00391,数码配件-391,数码配件,品牌18,283.31,178.15,2025-09,成长,S032
P00392,办公设备-392,办公设备,品牌05,2375.52,1574.3,2026-03,成熟,S033
P00393,智能小家电-393,智能小家电,品牌12,723.87,464.67,2025-09,成熟,S034
P00394,厨房电器-394,厨房电器,品牌19,967.89,494.31,2025-09,成熟,S035
P00395,生活电器-395,生活电器,品牌06,449.07,254.78,2026-03,成熟,S036
P00396,个护健康-396,个护健康,品牌13,362.51,247.82,2025-08,尾货,S037
P00397,影音娱乐-397,影音娱乐,品牌20,2129.42,1349.66,2026-01,成熟,S038
P00398,智能家居-398,智能家居,品牌07,1107.9,646.02,2026-03,新品,S039
P00399,数码配件-399,数码配件,品牌14,308.78,162.64,2025-08,成熟,S040
P00400,办公设备-400,办公设备,品牌01,2264.27,1090.92,2026-03,成长,S041
