customer_id,region,city_tier,segment,signup_month,age_group,member_level,acquisition_source
C001253,华东,三线及以下,沉睡,2025-09,18-24,银卡,直播引流
C001254,华北,二线,新客,2026-07,18-24,金卡,线下活动
C001255,华东,一线,成长型,2025-12,45-54,金卡,直播引流
C001256,西南,三线及以下,价格敏感,2026-07,35-44,黑金,老客推荐
C001257,华南,二线,价格敏感,2026-06,35-44,黑金,线下活动
C001258,华东,二线,新客,2026-06,45-54,银卡,线下活动
C001259,华中,二线,新客,2026-05,25-34,普通,自然搜索
C001260,西南,三线及以下,高价值,2026-05,35-44,普通,内容种草
C001261,华东,二线,新客,2025-12,55+,普通,内容种草
C001262,华东,三线及以下,价格敏感,2025-11,35-44,银卡,自然搜索
C001263,东北,新一线,价格敏感,2026-05,18-24,普通,线下活动
C001264,华东,一线,沉睡,2026-05,25-34,普通,老客推荐
C001265,华中,新一线,新客,2025-09,25-34,银卡,内容种草
C001266,华南,二线,成长型,2026-07,35-44,普通,线下活动
C001267,华中,三线及以下,成长型,2025-10,55+,金卡,线下活动
C001268,华北,三线及以下,价格敏感,2025-09,25-34,普通,自然搜索
C001269,华东,新一线,成长型,2025-11,45-54,银卡,线下活动
C001270,华南,三线及以下,新客,2026-02,55+,银卡,自然搜索
C001271,华东,三线及以下,成长型,2026-04,18-24,普通,老客推荐
C001272,华南,新一线,成长型,2026-07,55+,银卡,线下活动
C001273,西南,二线,价格敏感,2026-05,18-24,普通,直播引流
C001274,华南,三线及以下,成长型,2025-08,45-54,普通,线下活动
C001275,东北,二线,新客,2026-05,25-34,黑金,内容种草
C001276,华中,三线及以下,价格敏感,2025-08,35-44,银卡,老客推荐
C001277,华中,三线及以下,沉睡,2026-06,18-24,金卡,直播引流
C001278,东北,二线,价格敏感,2026-07,55+,普通,自然搜索
C001279,华北,三线及以下,成长型,2025-10,45-54,普通,内容种草
C001280,华东,三线及以下,沉睡,2025-10,45-54,银卡,内容种草
C001281,华中,一线,价格敏感,2026-07,35-44,普通,内容种草
C001282,西南,新一线,价格敏感,2026-01,25-34,银卡,自然搜索
C001283,华东,新一线,成长型,2026-06,18-24,普通,自然搜索
C001284,西南,三线及以下,新客,2026-01,25-34,银卡,自然搜索
C001285,华北,新一线,高价值,2026-03,35-44,普通,自然搜索
C001286,华北,一线,成长型,2026-03,35-44,普通,老客推荐
C001287,华中,二线,新客,2026-06,25-34,普通,内容种草
C001288,华南,二线,新客,2026-05,45-54,银卡,线下活动
C001289,华东,三线及以下,沉睡,2025-10,25-34,金卡,老客推荐
C001290,华南,新一线,沉睡,2026-03,35-44,银卡,线下活动
C001291,华东,二线,价格敏感,2026-05,35-44,黑金,直播引流
C001292,华南,二线,价格敏感,2025-12,18-24,金卡,直播引流
C001293,华东,二线,沉睡,2026-06,18-24,金卡,直播引流
C001294,华中,二线,新客,2025-09,25-34,银卡,直播引流
C001295,华中,三线及以下,新客,2025-12,45-54,银卡,自然搜索
C001296,华东,三线及以下,沉睡,2025-08,25-34,金卡,老客推荐
C001297,西南,二线,价格敏感,2025-10,45-54,黑金,线下活动
C001298,华东,三线及以下,新客,2026-07,35-44,金卡,自然搜索
C001299,西南,三线及以下,价格敏感,2026-01,35-44,金卡,线下活动
C001300,西南,二线,新客,2026-03,45-54,银卡,直播引流
C001301,华北,二线,价格敏感,2025-10,25-34,普通,老客推荐
C001302,华中,二线,成长型,2025-11,55+,普通,直播引流
C001303,华东,新一线,价格敏感,2025-10,25-34,普通,自然搜索
C001304,东北,二线,价格敏感,2025-10,25-34,普通,老客推荐
C001305,西南,三线及以下,成长型,2026-02,25-34,银卡,内容种草
C001306,西南,二线,成长型,2025-10,18-24,银卡,老客推荐
C001307,西南,三线及以下,价格敏感,2025-11,35-44,金卡,老客推荐
C001308,华南,三线及以下,沉睡,2026-03,45-54,普通,老客推荐
C001309,华南,新一线,价格敏感,2025-08,25-34,银卡,内容种草
C001310,华北,二线,沉睡,2025-11,45-54,普通,线下活动
C001311,华北,新一线,价格敏感,2026-02,45-54,黑金,自然搜索
C001312,华中,二线,成长型,2026-04,45-54,普通,老客推荐
C001313,华北,一线,价格敏感,2025-11,35-44,银卡,自然搜索
C001314,华南,二线,新客,2026-07,45-54,银卡,内容种草
C001315,华东,三线及以下,新客,2026-04,25-34,银卡,自然搜索
C001316,华北,二线,新客,2025-11,45-54,普通,自然搜索
C001317,西南,新一线,新客,2026-05,55+,普通,线下活动
C001318,华中,三线及以下,高价值,2025-12,55+,银卡,内容种草
C001319,华南,新一线,新客,2025-09,35-44,银卡,老客推荐
C001320,华东,新一线,沉睡,2026-05,45-54,普通,线下活动
C001321,华东,一线,价格敏感,2026-05,25-34,普通,自然搜索
C001322,华北,一线,新客,2026-04,18-24,普通,线下活动
C001323,华东,二线,沉睡,2025-11,35-44,黑金,线下活动
C001324,东北,新一线,高价值,2025-09,25-34,银卡,线下活动
C001325,华中,二线,成长型,2025-12,35-44,普通,直播引流
C001326,华南,三线及以下,成长型,2026-03,25-34,银卡,线下活动
C001327,华东,三线及以下,价格敏感,2025-10,35-44,普通,老客推荐
C001328,华北,二线,沉睡,2026-06,35-44,银卡,线下活动
C001329,西南,二线,高价值,2025-12,35-44,银卡,直播引流
C001330,西南,新一线,成长型,2026-04,18-24,银卡,自然搜索
C001331,华南,二线,价格敏感,2026-01,35-44,金卡,直播引流
C001332,华东,新一线,价格敏感,2026-07,25-34,银卡,线下活动
C001333,西南,新一线,成长型,2025-11,25-34,银卡,内容种草
C001334,华北,新一线,成长型,2025-08,18-24,银卡,直播引流
C001335,华东,一线,沉睡,2026-01,55+,普通,线下活动
C001336,西南,新一线,新客,2026-06,18-24,普通,直播引流
C001337,华东,一线,新客,2026-06,18-24,普通,线下活动
C001338,华南,二线,高价值,2026-05,45-54,银卡,自然搜索
C001339,华北,新一线,成长型,2026-02,18-24,银卡,内容种草
C001340,华东,新一线,成长型,2026-03,45-54,普通,线下活动
C001341,华南,二线,价格敏感,2026-07,18-24,普通,老客推荐
C001342,华北,三线及以下,价格敏感,2025-08,55+,普通,老客推荐
C001343,西南,二线,新客,2025-08,45-54,金卡,自然搜索
C001344,华中,新一线,成长型,2025-12,35-44,银卡,自然搜索
C001345,西南,二线,新客,2025-09,25-34,普通,内容种草
C001346,华东,二线,价格敏感,2026-04,55+,金卡,老客推荐
C001347,华北,三线及以下,价格敏感,2025-11,55+,普通,老客推荐
C001348,华中,新一线,新客,2026-03,18-24,普通,内容种草
C001349,华中,新一线,新客,2025-12,25-34,银卡,直播引流
C001350,华东,二线,沉睡,2026-07,45-54,普通,老客推荐
C001351,华北,新一线,沉睡,2025-09,18-24,金卡,线下活动
C001352,华东,一线,成长型,2025-11,45-54,金卡,老客推荐
C001353,华南,二线,价格敏感,2026-01,25-34,普通,线下活动
C001354,华南,一线,价格敏感,2026-07,45-54,银卡,线下活动
C001355,华中,一线,高价值,2026-03,35-44,普通,线下活动
C001356,华北,二线,价格敏感,2026-01,25-34,银卡,老客推荐
C001357,华北,三线及以下,价格敏感,2026-05,25-34,银卡,老客推荐
C001358,华北,二线,成长型,2026-02,55+,金卡,直播引流
C001359,华中,二线,成长型,2026-04,35-44,金卡,直播引流
C001360,华东,新一线,沉睡,2025-11,35-44,银卡,线下活动
C001361,华中,新一线,新客,2026-07,25-34,普通,内容种草
C001362,华南,一线,高价值,2026-04,55+,普通,直播引流
C001363,华北,一线,价格敏感,2026-05,45-54,银卡,直播引流
C001364,华东,新一线,沉睡,2026-01,55+,普通,自然搜索
C001365,华北,三线及以下,沉睡,2026-06,35-44,普通,线下活动
C001366,华南,三线及以下,沉睡,2025-09,18-24,普通,线下活动
C001367,华东,一线,价格敏感,2026-06,25-34,金卡,直播引流
C001368,华中,新一线,成长型,2025-09,35-44,金卡,直播引流
C001369,华中,新一线,高价值,2025-08,35-44,金卡,老客推荐
C001370,东北,三线及以下,沉睡,2026-06,45-54,黑金,线下活动
C001371,华东,二线,成长型,2026-03,55+,银卡,直播引流
C001372,华南,二线,高价值,2026-02,18-24,黑金,自然搜索
C001373,东北,二线,价格敏感,2025-10,45-54,普通,线下活动
C001374,西南,三线及以下,价格敏感,2026-03,35-44,金卡,内容种草
C001375,华南,三线及以下,价格敏感,2026-02,45-54,普通,自然搜索
C001376,华南,二线,高价值,2025-09,55+,黑金,老客推荐
C001377,华东,三线及以下,成长型,2025-10,55+,普通,老客推荐
C001378,华南,三线及以下,成长型,2026-04,18-24,银卡,线下活动
C001379,华中,二线,价格敏感,2025-12,55+,银卡,老客推荐
C001380,西南,一线,新客,2026-06,45-54,银卡,自然搜索
C001381,华南,新一线,价格敏感,2025-10,55+,金卡,直播引流
C001382,东北,新一线,新客,2025-11,35-44,金卡,直播引流
C001383,华中,三线及以下,价格敏感,2025-08,25-34,金卡,线下活动
C001384,华中,一线,新客,2025-09,45-54,银卡,自然搜索
C001385,东北,新一线,新客,2026-05,55+,银卡,自然搜索
C001386,华南,三线及以下,成长型,2025-11,55+,金卡,老客推荐
C001387,华东,二线,价格敏感,2026-02,55+,金卡,内容种草
C001388,华南,二线,沉睡,2026-03,18-24,金卡,直播引流
C001389,华东,三线及以下,价格敏感,2026-07,35-44,普通,老客推荐
C001390,西南,二线,高价值,2025-11,55+,黑金,线下活动
C001391,华北,二线,成长型,2026-06,18-24,普通,自然搜索
C001392,华南,二线,沉睡,2025-12,18-24,银卡,内容种草
C001393,华东,二线,沉睡,2026-01,25-34,银卡,老客推荐
C001394,华中,三线及以下,价格敏感,2026-04,18-24,银卡,直播引流
C001395,华北,新一线,成长型,2025-09,25-34,普通,内容种草
C001396,华中,新一线,价格敏感,2025-08,18-24,普通,线下活动
C001397,华东,一线,新客,2025-12,25-34,银卡,内容种草
C001398,华东,一线,新客,2026-02,55+,普通,老客推荐
C001399,华中,新一线,新客,2026-01,25-34,银卡,线下活动
C001400,华南,新一线,成长型,2026-05,55+,金卡,老客推荐
C001401,华东,三线及以下,成长型,2026-03,45-54,普通,自然搜索
C001402,华东,三线及以下,价格敏感,2026-06,35-44,黑金,老客推荐
C001403,东北,二线,新客,2025-12,55+,普通,老客推荐
C001404,华北,一线,成长型,2026-04,55+,黑金,线下活动
C001405,华东,三线及以下,沉睡,2025-11,35-44,普通,自然搜索
C001406,东北,三线及以下,成长型,2025-12,55+,金卡,直播引流
C001407,西南,二线,新客,2026-07,35-44,普通,直播引流
C001408,东北,二线,沉睡,2026-03,35-44,金卡,老客推荐
C001409,东北,二线,沉睡,2026-07,35-44,普通,老客推荐
C001410,华中,二线,成长型,2026-06,55+,银卡,线下活动
C001411,华南,一线,新客,2025-11,45-54,普通,内容种草
C001412,华中,一线,价格敏感,2025-12,45-54,金卡,直播引流
C001413,华北,三线及以下,成长型,2026-02,55+,普通,老客推荐
C001414,华东,一线,沉睡,2026-03,25-34,金卡,老客推荐
C001415,华南,二线,沉睡,2026-02,35-44,普通,内容种草
C001416,西南,二线,价格敏感,2026-07,45-54,普通,自然搜索
C001417,华中,新一线,成长型,2026-02,55+,黑金,老客推荐
C001418,华北,三线及以下,沉睡,2026-04,55+,金卡,直播引流
C001419,华南,二线,成长型,2026-05,35-44,普通,直播引流
C001420,东北,新一线,成长型,2026-02,18-24,普通,直播引流
C001421,华东,二线,新客,2026-05,35-44,银卡,老客推荐
C001422,西南,二线,成长型,2026-01,55+,普通,自然搜索
C001423,华中,新一线,沉睡,2025-09,18-24,黑金,线下活动
C001424,西南,三线及以下,沉睡,2026-04,25-34,黑金,自然搜索
C001425,华南,一线,价格敏感,2025-10,35-44,普通,内容种草
C001426,华东,二线,价格敏感,2026-06,55+,银卡,线下活动
C001427,华中,新一线,价格敏感,2026-02,18-24,金卡,内容种草
C001428,华北,二线,价格敏感,2026-02,45-54,普通,线下活动
C001429,西南,三线及以下,价格敏感,2025-08,25-34,金卡,直播引流
C001430,华南,新一线,新客,2025-08,25-34,银卡,内容种草
C001431,华北,新一线,成长型,2026-02,25-34,银卡,老客推荐
C001432,西南,新一线,价格敏感,2025-10,35-44,金卡,自然搜索
C001433,东北,三线及以下,新客,2025-09,45-54,金卡,线下活动
C001434,华中,二线,新客,2025-12,18-24,普通,直播引流
C001435,华南,新一线,新客,2026-06,55+,黑金,直播引流
C001436,东北,三线及以下,沉睡,2025-09,55+,普通,内容种草
C001437,华北,三线及以下,成长型,2026-07,18-24,普通,内容种草
C001438,华东,三线及以下,价格敏感,2026-06,55+,普通,直播引流
C001439,华南,二线,沉睡,2026-03,45-54,黑金,线下活动
C001440,华东,二线,价格敏感,2026-07,55+,银卡,线下活动
C001441,华北,一线,成长型,2026-01,45-54,银卡,线下活动
C001442,西南,二线,新客,2025-10,18-24,普通,线下活动
C001443,华北,一线,高价值,2026-04,35-44,普通,直播引流
C001444,华东,三线及以下,成长型,2026-01,18-24,银卡,直播引流
C001445,东北,三线及以下,新客,2026-01,25-34,金卡,直播引流
C001446,华南,二线,沉睡,2025-12,35-44,黑金,线下活动
C001447,华东,二线,价格敏感,2025-08,25-34,普通,老客推荐
C001448,华东,新一线,新客,2026-03,35-44,金卡,老客推荐
C001449,东北,新一线,价格敏感,2025-09,18-24,银卡,自然搜索
C001450,华中,三线及以下,成长型,2025-09,35-44,银卡,老客推荐
C001451,华北,新一线,沉睡,2025-08,25-34,金卡,线下活动
C001452,华中,三线及以下,成长型,2025-12,18-24,金卡,老客推荐
C001453,西南,三线及以下,成长型,2026-02,25-34,普通,老客推荐
C001454,华中,二线,成长型,2025-09,18-24,银卡,内容种草
C001455,东北,二线,新客,2026-01,18-24,普通,内容种草
C001456,东北,二线,价格敏感,2025-10,55+,普通,自然搜索
C001457,西南,二线,成长型,2026-01,25-34,金卡,自然搜索
C001458,华北,二线,高价值,2026-07,45-54,黑金,自然搜索
C001459,华东,新一线,成长型,2025-09,25-34,银卡,老客推荐
C001460,华北,二线,成长型,2026-04,18-24,普通,线下活动
C001461,华北,新一线,成长型,2025-09,55+,普通,老客推荐
C001462,东北,三线及以下,新客,2026-04,35-44,普通,老客推荐
C001463,华中,三线及以下,新客,2025-08,45-54,普通,老客推荐
C001464,西南,三线及以下,新客,2026-05,55+,普通,内容种草
C001465,华南,新一线,成长型,2026-04,55+,金卡,直播引流
C001466,西南,一线,价格敏感,2025-10,35-44,普通,线下活动
C001467,华南,三线及以下,成长型,2025-09,45-54,普通,自然搜索
C001468,华中,新一线,高价值,2026-06,35-44,黑金,老客推荐
C001469,东北,三线及以下,成长型,2025-09,55+,黑金,老客推荐
C001470,华南,一线,价格敏感,2026-07,35-44,金卡,线下活动
C001471,华东,一线,高价值,2026-07,18-24,普通,直播引流
C001472,西南,新一线,成长型,2025-08,35-44,银卡,自然搜索
C001473,华南,新一线,价格敏感,2026-04,18-24,普通,自然搜索
C001474,华中,二线,价格敏感,2025-09,45-54,银卡,直播引流
C001475,华中,一线,价格敏感,2025-09,45-54,银卡,内容种草
C001476,华北,新一线,沉睡,2025-11,45-54,银卡,老客推荐
C001477,华东,三线及以下,沉睡,2025-11,55+,银卡,内容种草
C001478,华南,二线,成长型,2026-01,45-54,普通,自然搜索
C001479,西南,二线,新客,2025-08,18-24,普通,线下活动
C001480,华东,新一线,成长型,2026-05,18-24,银卡,内容种草
C001481,华南,三线及以下,新客,2026-05,18-24,黑金,自然搜索
C001482,华中,新一线,新客,2026-06,25-34,金卡,直播引流
C001483,西南,新一线,成长型,2026-07,35-44,普通,直播引流
C001484,西南,二线,沉睡,2026-05,55+,金卡,直播引流
C001485,华南,二线,成长型,2026-03,25-34,银卡,直播引流
C001486,华南,一线,价格敏感,2026-02,25-34,银卡,自然搜索
C001487,华北,二线,沉睡,2025-12,25-34,普通,老客推荐
C001488,华中,三线及以下,新客,2026-05,25-34,普通,直播引流
C001489,华北,三线及以下,价格敏感,2025-08,55+,银卡,自然搜索
C001490,华南,新一线,新客,2026-02,25-34,普通,直播引流
C001491,华东,新一线,价格敏感,2026-01,18-24,银卡,直播引流
C001492,西南,一线,高价值,2026-06,25-34,普通,老客推荐
C001493,西南,新一线,价格敏感,2026-05,55+,普通,自然搜索
C001494,华东,一线,沉睡,2026-01,45-54,金卡,自然搜索
C001495,东北,二线,成长型,2026-02,18-24,金卡,老客推荐
C001496,华北,新一线,新客,2026-05,18-24,银卡,直播引流
C001497,华中,新一线,新客,2026-06,18-24,普通,自然搜索
C001498,华北,三线及以下,高价值,2026-05,55+,金卡,直播引流
C001499,华东,二线,成长型,2026-06,25-34,普通,内容种草
C001500,华中,三线及以下,高价值,2026-04,55+,普通,直播引流
C001501,华南,二线,价格敏感,2026-05,35-44,银卡,内容种草
C001502,华东,一线,成长型,2026-06,55+,黑金,老客推荐
C001503,东北,一线,高价值,2025-09,45-54,普通,内容种草
C001504,华东,新一线,价格敏感,2026-02,18-24,金卡,直播引流
C001505,华东,一线,价格敏感,2026-04,35-44,普通,线下活动
C001506,华东,三线及以下,价格敏感,2026-06,25-34,普通,直播引流
C001507,东北,二线,新客,2026-03,25-34,金卡,内容种草
C001508,华北,新一线,高价值,2026-06,55+,银卡,线下活动
C001509,华中,新一线,高价值,2026-01,45-54,银卡,老客推荐
C001510,东北,二线,新客,2026-06,55+,普通,线下活动
C001511,东北,二线,沉睡,2025-12,18-24,普通,线下活动
C001512,华东,新一线,价格敏感,2025-08,35-44,银卡,自然搜索
C001513,西南,新一线,成长型,2025-11,25-34,普通,老客推荐
C001514,东北,新一线,高价值,2026-06,35-44,银卡,线下活动
C001515,华中,二线,价格敏感,2025-12,25-34,普通,直播引流
C001516,华南,二线,沉睡,2026-02,25-34,普通,自然搜索
C001517,西南,三线及以下,沉睡,2025-08,18-24,普通,老客推荐
C001518,华中,二线,成长型,2026-04,18-24,金卡,线下活动
C001519,东北,三线及以下,成长型,2026-02,45-54,银卡,直播引流
C001520,东北,三线及以下,成长型,2025-10,25-34,银卡,线下活动
C001521,华中,新一线,价格敏感,2025-11,18-24,银卡,内容种草
C001522,华南,二线,新客,2025-10,55+,普通,内容种草
C001523,华北,二线,成长型,2026-02,25-34,普通,线下活动
C001524,华北,三线及以下,沉睡,2026-06,55+,金卡,内容种草
C001525,西南,三线及以下,新客,2026-01,45-54,普通,线下活动
C001526,华北,三线及以下,成长型,2026-01,55+,黑金,直播引流
C001527,华南,三线及以下,新客,2026-04,35-44,普通,线下活动
C001528,华南,二线,价格敏感,2026-02,35-44,普通,内容种草
C001529,西南,三线及以下,高价值,2026-02,25-34,普通,老客推荐
C001530,西南,三线及以下,成长型,2026-02,35-44,银卡,老客推荐
C001531,华北,新一线,价格敏感,2025-09,45-54,普通,老客推荐
C001532,西南,一线,成长型,2026-01,25-34,普通,老客推荐
C001533,华北,二线,价格敏感,2025-12,45-54,普通,老客推荐
C001534,西南,新一线,新客,2026-02,55+,银卡,自然搜索
C001535,华南,新一线,价格敏感,2025-08,55+,银卡,自然搜索
C001536,华中,一线,新客,2026-06,18-24,银卡,直播引流
C001537,华北,二线,新客,2025-10,18-24,普通,内容种草
C001538,华中,新一线,成长型,2025-12,25-34,普通,线下活动
C001539,华南,二线,沉睡,2026-06,25-34,金卡,内容种草
C001540,华东,一线,价格敏感,2026-02,18-24,金卡,直播引流
C001541,东北,二线,新客,2026-07,18-24,黑金,线下活动
C001542,华南,二线,价格敏感,2026-03,45-54,普通,线下活动
C001543,西南,三线及以下,高价值,2026-04,18-24,金卡,直播引流
C001544,华东,二线,新客,2025-12,55+,普通,线下活动
C001545,华中,三线及以下,成长型,2025-08,18-24,普通,内容种草
C001546,东北,三线及以下,高价值,2026-04,25-34,普通,内容种草
C001547,华南,新一线,新客,2025-10,55+,黑金,线下活动
C001548,华北,一线,新客,2026-02,35-44,普通,内容种草
C001549,华中,三线及以下,价格敏感,2026-03,45-54,银卡,线下活动
C001550,东北,二线,价格敏感,2025-09,55+,普通,直播引流
C001551,华中,新一线,价格敏感,2026-07,18-24,普通,内容种草
C001552,东北,一线,成长型,2025-10,45-54,黑金,线下活动
C001553,华东,新一线,沉睡,2025-10,35-44,银卡,线下活动
C001554,华南,新一线,新客,2026-02,55+,金卡,内容种草
C001555,西南,三线及以下,高价值,2026-03,25-34,银卡,直播引流
C001556,华中,二线,成长型,2026-05,18-24,黑金,内容种草
C001557,华东,二线,高价值,2026-02,18-24,黑金,老客推荐
C001558,华南,二线,成长型,2025-08,55+,银卡,自然搜索
C001559,华南,一线,价格敏感,2025-08,45-54,银卡,自然搜索
C001560,华东,二线,价格敏感,2026-05,55+,银卡,自然搜索
C001561,华中,一线,价格敏感,2025-09,55+,银卡,老客推荐
C001562,华南,三线及以下,价格敏感,2026-05,45-54,普通,线下活动
C001563,华南,一线,成长型,2026-05,45-54,金卡,老客推荐
C001564,西南,二线,价格敏感,2025-11,45-54,普通,直播引流
C001565,华中,三线及以下,价格敏感,2026-04,55+,黑金,自然搜索
C001566,华南,二线,沉睡,2026-03,25-34,普通,内容种草
C001567,华中,一线,价格敏感,2026-07,18-24,金卡,线下活动
C001568,华南,新一线,成长型,2026-04,25-34,黑金,直播引流
C001569,西南,一线,价格敏感,2026-02,35-44,普通,自然搜索
C001570,华北,二线,高价值,2026-03,25-34,普通,线下活动
C001571,华北,二线,沉睡,2025-09,18-24,普通,线下活动
C001572,华东,二线,高价值,2025-11,35-44,普通,线下活动
C001573,华东,二线,沉睡,2025-08,25-34,普通,直播引流
C001574,华中,二线,新客,2026-04,18-24,银卡,老客推荐
C001575,华东,二线,高价值,2026-03,35-44,金卡,直播引流
C001576,华中,一线,成长型,2025-12,18-24,银卡,老客推荐
C001577,华中,二线,沉睡,2026-02,25-34,银卡,自然搜索
C001578,西南,二线,新客,2026-04,55+,银卡,自然搜索
C001579,华东,一线,成长型,2026-01,45-54,银卡,线下活动
C001580,华北,一线,沉睡,2025-11,55+,普通,老客推荐
C001581,东北,二线,成长型,2026-04,18-24,黑金,内容种草
C001582,西南,三线及以下,价格敏感,2025-08,18-24,普通,内容种草
C001583,华南,三线及以下,沉睡,2026-03,55+,银卡,老客推荐
C001584,华中,二线,沉睡,2025-08,25-34,银卡,老客推荐
C001585,华东,二线,成长型,2026-06,35-44,银卡,内容种草
C001586,东北,新一线,沉睡,2025-11,25-34,普通,内容种草
C001587,华北,二线,价格敏感,2026-01,18-24,银卡,老客推荐
C001588,华北,三线及以下,成长型,2026-05,35-44,普通,线下活动
C001589,东北,新一线,成长型,2025-12,18-24,普通,内容种草
C001590,华北,三线及以下,高价值,2025-08,25-34,普通,内容种草
C001591,华东,二线,高价值,2026-07,55+,普通,自然搜索
C001592,华中,一线,新客,2025-08,45-54,银卡,自然搜索
C001593,华东,二线,价格敏感,2025-12,35-44,普通,直播引流
C001594,华东,三线及以下,新客,2026-07,35-44,普通,内容种草
C001595,华东,新一线,新客,2025-08,55+,普通,内容种草
C001596,西南,二线,价格敏感,2025-11,35-44,金卡,老客推荐
C001597,东北,三线及以下,沉睡,2026-02,35-44,银卡,内容种草
C001598,华南,二线,成长型,2026-04,18-24,普通,线下活动
C001599,华东,二线,价格敏感,2025-10,25-34,金卡,内容种草
C001600,华北,一线,价格敏感,2026-05,55+,金卡,直播引流
C001601,华北,三线及以下,价格敏感,2025-10,35-44,普通,内容种草
C001602,华北,三线及以下,成长型,2026-03,18-24,黑金,内容种草
C001603,华南,二线,新客,2026-02,35-44,银卡,直播引流
C001604,华东,二线,高价值,2025-10,25-34,普通,内容种草
C001605,西南,新一线,高价值,2026-01,25-34,普通,直播引流
C001606,华北,一线,沉睡,2026-02,55+,金卡,自然搜索
C001607,华中,三线及以下,价格敏感,2026-06,18-24,黑金,自然搜索
C001608,华北,二线,成长型,2026-03,25-34,银卡,自然搜索
C001609,华北,二线,沉睡,2026-01,55+,普通,线下活动
C001610,华中,新一线,价格敏感,2026-06,35-44,金卡,自然搜索
C001611,西南,三线及以下,新客,2026-04,55+,金卡,线下活动
C001612,东北,三线及以下,成长型,2025-10,18-24,银卡,内容种草
C001613,华北,二线,沉睡,2026-07,45-54,金卡,自然搜索
C001614,华南,三线及以下,新客,2026-07,18-24,普通,线下活动
C001615,东北,二线,成长型,2025-10,25-34,金卡,内容种草
C001616,东北,一线,新客,2026-01,25-34,银卡,自然搜索
C001617,华中,二线,价格敏感,2025-10,25-34,普通,线下活动
C001618,华南,二线,价格敏感,2026-07,45-54,普通,内容种草
C001619,东北,二线,成长型,2025-12,55+,银卡,线下活动
C001620,华北,三线及以下,新客,2025-09,25-34,普通,老客推荐
C001621,华东,二线,成长型,2026-02,25-34,银卡,老客推荐
C001622,华东,新一线,新客,2025-10,45-54,金卡,线下活动
C001623,华北,二线,成长型,2026-04,45-54,普通,线下活动
C001624,东北,三线及以下,成长型,2026-02,35-44,金卡,自然搜索
C001625,华南,二线,沉睡,2025-10,25-34,普通,线下活动
C001626,华南,二线,价格敏感,2025-12,35-44,普通,内容种草
C001627,华南,新一线,高价值,2025-10,45-54,金卡,线下活动
C001628,东北,一线,价格敏感,2025-11,25-34,普通,直播引流
C001629,西南,二线,成长型,2026-04,35-44,普通,直播引流
C001630,华中,二线,沉睡,2026-01,35-44,普通,自然搜索
C001631,华东,二线,沉睡,2026-04,55+,金卡,内容种草
C001632,西南,三线及以下,价格敏感,2025-10,35-44,金卡,老客推荐
C001633,华东,二线,新客,2026-02,45-54,金卡,自然搜索
C001634,华中,一线,新客,2026-01,55+,金卡,直播引流
C001635,华南,二线,价格敏感,2026-06,18-24,普通,自然搜索
C001636,华南,二线,成长型,2026-03,18-24,普通,线下活动
C001637,华南,新一线,高价值,2025-10,18-24,金卡,自然搜索
C001638,华中,二线,沉睡,2025-10,35-44,普通,自然搜索
C001639,华北,三线及以下,价格敏感,2026-02,55+,普通,自然搜索
C001640,华北,三线及以下,高价值,2025-12,18-24,普通,线下活动
C001641,西南,一线,价格敏感,2026-06,35-44,普通,老客推荐
C001642,华北,三线及以下,成长型,2026-02,18-24,黑金,直播引流
C001643,华中,二线,新客,2025-12,25-34,普通,内容种草
C001644,华北,二线,价格敏感,2025-11,18-24,金卡,直播引流
C001645,华东,三线及以下,成长型,2026-04,45-54,普通,内容种草
C001646,西南,一线,成长型,2025-08,18-24,银卡,老客推荐
C001647,华北,三线及以下,沉睡,2026-01,55+,普通,自然搜索
C001648,华南,二线,新客,2026-04,45-54,普通,直播引流
C001649,华东,三线及以下,高价值,2025-11,18-24,普通,线下活动
C001650,华北,三线及以下,沉睡,2025-10,25-34,黑金,自然搜索
C001651,华北,三线及以下,成长型,2026-07,18-24,银卡,线下活动
C001652,东北,三线及以下,价格敏感,2025-12,35-44,银卡,自然搜索
C001653,东北,一线,沉睡,2026-02,45-54,普通,内容种草
C001654,华北,一线,价格敏感,2025-11,45-54,黑金,内容种草
C001655,华东,一线,价格敏感,2025-11,45-54,普通,老客推荐
C001656,华北,一线,高价值,2026-03,25-34,银卡,自然搜索
C001657,西南,新一线,价格敏感,2025-11,18-24,普通,自然搜索
C001658,华东,新一线,新客,2026-01,18-24,金卡,内容种草
C001659,华南,新一线,沉睡,2026-02,45-54,普通,线下活动
C001660,华南,三线及以下,高价值,2025-09,18-24,普通,内容种草
C001661,华中,二线,成长型,2026-02,55+,银卡,内容种草
C001662,华北,三线及以下,价格敏感,2026-05,18-24,普通,内容种草
C001663,西南,三线及以下,新客,2026-04,45-54,金卡,线下活动
C001664,西南,一线,成长型,2025-08,55+,金卡,线下活动
C001665,华东,一线,价格敏感,2026-02,45-54,银卡,内容种草
C001666,华中,二线,成长型,2025-08,35-44,普通,自然搜索
C001667,华东,三线及以下,成长型,2026-04,35-44,金卡,直播引流
C001668,华北,二线,价格敏感,2026-03,18-24,金卡,自然搜索
C001669,华东,二线,新客,2025-10,55+,黑金,自然搜索
C001670,东北,新一线,新客,2025-09,25-34,普通,老客推荐
C001671,华中,二线,新客,2026-03,35-44,银卡,老客推荐
